text,label
"Hindi naka sealed ng maayos, nakabukas na ang mga produkto. Sayang lang. Ang dami pa proseso ng return. Maawa ka nalang sa mga rider.",0
Wnd time to buy the mini desk fan. Blur color. Kahit isa lng yung lakas noya okay naman kasi naka aircon sa office. Use via usb. Note walang kadamang dapator pag deniliver.,1
Maliit pala yung sticks and bali baliko pa yung iba hirap tuloy ipantay sa pag gawa ng house,0
"Fake yung glue Hindi nadikit, Saka madulas sya",0
Maganda yung mouse ang prob lang izz yung box nayupi na siya pero ayos lang basta working yung mouse and maganda gamitin kasi hindi siya maingay at magaan lang. Basta maganda sana magtagal at ang ganda din ng pagkamatte niya pero mas maganda ako. Hahaha!,1
Ang ganda. Super nice item. Matibay. Bago iship sinend muna. Thankyou so much seller. Salamat rin kay kuyang rider.,1
I leave a msg na pakiayos ng packaging pero as usual dhl mura lang di nasunod.yupi2 ang nguso nung isa.kht isuot mo halata pa ring yupi2 e2.ok sana dhl mabilis nadeliver.nxt tym pakiayos po ng packaging.pic vid not related)tinago n ng anak ko ayaw daw niang gamitin.,0
Very poor quality. Disposable item dapat ilagay nyo sa description Seller. Manipis. Isang gamitan pa lang ganyan na nangyare. Sayang pera at effort.,0
Kulob ang tunog ng speaker pag nakamic ka. sounds lang malakas. Pangsoundtrip not pang karaoke,0
Parang pang ipit lang ng tyan dnaman nakaka Street ng likod kala ko steel plate parang palastik lang ang laman dnaman sya steel plastic lang sya expectation vs reality talaga. Papatawa ka seller dami talaga scammer ngayon P*A ina mo!,0
sira d gumagana pag d nakasaksak. sayang lng!,0
Sana po nilagay niyo sa box yung item para hindi masira.,0
sobrang haba pla nung isang straw hahaha,1
Highly recommended shop. Nakiusap ako kay seller kung pwede maiship agad kasi need ng asawa ko madala sa work at tinupad ni seller ung pakiusap ko. Thank you so much seller. Excellent costumer service 5 star tong shop na ito. God bless sa business mo. Will definitly order again.,1
Ok sna kso Mali Mali Ng size n pinadala sna next time Tama lahat at check bgo I ship,1
KULANG ANG ORDER NA PINADALA. PLS LANG PO MAKE SURE NA COMPLETE ANG ORDER BAGO IPADALA. responsive nga ang seller pero hanggang response lang wala naman nangyari.,0
Ang ganda ng book na to walang dents or kahit anumang sira. At ang nilalaman so good at inspiring. Thank you seller.,1
"Tamang tama lng sa akin ang size at haba ng ng Plus Size/Oversized T-Shirt na ito. Medyo manipis ang tela nyo pero stretchable naman na can fit to medium to xxl body size. Actually, hindi sya Plus Size o Oversized T-Shirt, katula ng advertisement nila. Regular size lng sya na stretchable.",1
Para saken d xa ok mhina mdyo maugong,0
"I'm not satisfied my orders.Mali yong tumbler na pidala sa akin,tapos magka kulay pa lahat ano b yan ano baYan seller,pagwala yong order namin dapat cancel m nalng.",0
"Ang bilis ma lowbatt chaka yung range ng layo sa speaker bawal mahiwalay sa speaker yung cp, low quality",0
"Ang cute nya,ang cute din ng buga ng hangin nya",1
Mahina ang hangin pero okay na rin naman sana lang magtagal,0
Obviously wrong item received. I ordered black and now I just received it I was so dismayed opening this parcel. Please naman pakitignan ng maayos. Nagbabayad kami ng tama kaya dapat ayusin nyo din trabaho nyo. Kung out of stock eh di sana man lang nagmessage kayo diba? WASTE OF MONEY,0
"grabe, halos kalahati sira. anong kakainin ko jan. hassle din magreturn kasi nag order ka nga online para hindi gumastos sa pamasahe tapos iddrop off mo pa kaya hindi na lang.",0
"Okay naman sya, gumagana at walang damage. Maliit lang sya as expected but the lightning is fine. Hope it's last long. Thanks seller and manong driver.",1
"Disappointed much po kasi po yong lagayan ng phone napungil dinahan dahan po pag unbox kasi same size lng cya hindi maluwag, and lastly yong mic pangit yung tunog parang bingi tapos nahuhuli ISASAULI KO PO cya madam/sir",0
"I don’t know if ako ba yung hindi marunong gumamit or hindi sya nakakahelp sa lashes at all? maybe i need more practice, hirap din kasi ako mag curl",0
"Hindi maganda ang wallet na denilever sakin sira ang zipper, pati lalagyan ng pera butas! Nasayang lang pera ko, mahal mahal ng item hindi din matibay!",0
Ano ba yan bakit po ganyan Ang binili ko may sensor eh bkit po eto ay Wala 6 Ang binili ko puro ganyan. Nakakadismaya naman po eh. Sayang naman po eh,0
Ok naman nong dumating.naka bubble wrap.and complete din ang order ko.so Happy. di ko pa nattry but i know maganda ang products ng Maybelline,1
apaka ganda tlaga ng quality ng mga item mo seller dami ko n naorder lahat good. thnks again i will order again.,1
"Ok naman maganda at cute,Kaya lng 2 Lang ang ibigay ko Kay seller KC Nga ang kuripot d man lng nilagyan Ng scotch tape ang box pinaikotan Nga Ng bubble wrap Yung gitna lng nilagyan Ng scotch tape Yung dulo dulo WALAng scotch tape. Kaya Nung pagtanggap Kong parcel nagtaka Ako bkit Malaki Yung Pala ang Laman at ang cartoon naghiwalay na bote nalang d nabasag Ty rider",1
Good quality maganda sya napaka sexyorder ulit ako d2,1
"manloloko ang seller,wrong item ang dineliver sakin sayang binayad ko",0
Nag cute nya.thank you sellers sna tumagal hehe parang tibay nmn,1
"nakakastress! di man lang nag chat na di available yung 2 item para at least may plan B ako kung di available. saka ko lang nalaman nung nareceive ko na. di responsive si seller. sobrang nakakastress ng shop niyo. imbes na ipapang regalo ngayong pasko, wala na. kasi 1 lang dumating 3 order ko eh.",0
Ang ganda nito! Naka ilang try nako Bago ko ma perfect Yung shape nang mata Kasi singkit pero dahil Dito napakadali na lng maglagay.Well package and walang sira. Ang cute thank you po.,1
Mabilis na Sana Ang delivery kaso Ang kunti Ng laman makabudol,0
May yuping isang takip.pero ok naman lahat ng bottle. salamat.,1
Ok nman wala pang sira ngayon. Lupaypay at ang nipis ng mga paa niya.,0
Both this on sale. Para sa aming dalawa ni mama. Okay naman. Matagal pa ang expiration date nya. Salamat sa discount. Sa uulitin!,1
"Hindi sya maganda bilhin, kakabili ko palang kahapon sira kagad sya nag cacrack sound pag pinapatugtog nakaka dissappoint",0
"Yung data cable hindi gumagana hays, okay na sana yung first order ko.",0
Thank you seller safety and complete ang order ko Worth it naman ang quality sa price Kaya dont expect sa murang halaga Nasa paggamit nalang para di agad masira. Thank you,1
mahina lang pero gumagana naman gagamitin sa office kaya aprub to y e w q u happy birthday to you and merry christmas mwahh,1
Just got mine! Actual photo) Ang ganda ng quality. Will order again para sa anak ko na mahilig mag gadget. Effective sya. Thank you po,1
Mali ang ibinigay na order 2L ang order ko ang dumating is 850ml lang mali pa color. Nag chat ako sa seller walang reply so disappointed. Sana ayusin nyo best seller pa naman pero ganto nakuha ko. Mahirap din buksan ang pindutan pangit,0
Purple po order ko. kulay pink po yung dumating. pero sulit nmn dahil affordable lng.,0
"masyadong mninipis at mluwang tsaka ntatanggal mga tahi sayang lng mganda pa sna, but ok for it's price",0
good quality mabilis dumating ang shipment. maganda ang packiging.have a blessed sunday.,1
I’m disappointed kasi iba ang binigay sakin na design at ang laki tapos Basag pa,0
"ok naman, di na hinahangin ang apoy pag bukas electric fan",1
Wala yung isang brand sa kabilang side ng shade,0
Maganda sna kso cra Yun cable at bimuli pko ng bgo pra lng matesting kung gumagana at wla rn lmig,0
"Good quality. Yung large size, sakto sa large na babae. Mabilis na ship out at nadeliver yung item. Salamat, seller. Sa uulitin.",1
"Sorry pero kasi mabagal mag charge, tapos ung mismong charger andaming gasgas parang gamit na. Sana naman ung bago kasi nag babayad naman tayo ng tama.",0
"Ok lang sya ok naman Ang tela, satisfied naman",1
Magrereview lang para sa coins pero anyway salamat seller sa products mu ok naman sya hndi lng siguro hiyang s mukha ko hahaha,1
Ang daming damage sayang haysss hassle Pa mag ship back hindi responsive si seller sana nakabox man lang para di nagkayupi yupi although may mali din ang courier Pang 10pcs ko na sana to,0
"Hindi ko pa naitry Sana effective, late na review busy Kase. Maganda pagka pack safe madame bubble wrap Hindi ko nnga lang napicturan excited kase bukas",1
"Panget mamili dito, kulang kulang mag bigay! Poor services",0
Waw naman. Nagagamit ko na ngayon yung Wireless mouse ko. Thank you seller. at napaka responsive niya po sa mga tanong. God bless po.,1
walang kwenta sira ung bngay sana nmn mgbenta kau ung maayos sayang lang pera kht mura lng sayang prn,0
ok naman maganda kaso matagal nga lang bago dumating tapos kulang nang isa yung finger gloves,1
"Okay na sana kaso ang pinadala walang tatak na botak, di pa nagrereply seller kahit online naman",0
Perfect ang pagkakagawa neto Hindi nako nahihirapan mag cat eye No hussle pag umaalis na pa ulit ulit mo gagawin para mapantay lang. bute naman at naisipan gawin to Napakamura din niya sa flash deal,1
Ganda! Gustong gusto ko talaga siya inip na inip nako kakahintay kahit 3days lng shipment.haha Comfy din yung tela. 1st time ko umorder sa shop na to and happy naman ako.,1
"Poor quality. kht maghapon babad sa araw, pinidot ko kanina umilaw saglit kaso namatay tpos d na ulit umilaw kaht pinindot ko pa. Irerefund ko sana kaso abala na masyado para 65 pesos.",0
Ok naman na deliver na napansin ko lang sa pants manipis medyo bitin at malaki ng konti pwede naman remedyuhan,1
Thank u so much seller.bilis dumating order ko at ang ganda gandakay kuyang rider good job,1
Sulit sa 99 pesos free shipping! Ganda ganda ng set na to thankyou talaga! Second purchase ko na to pero sa ibang store yung isa same naman talaga.,1
"Mabait si seller, responsive safe ang packaging, kompleto at walang damage 10 stars sana pero hanggang 5 stars lng eh pero all in all. Perfect po ang lahat",1
"Really love the packaging! It arrived lang nang matagal pero it’s reasonable since it is overseas pa. But overall, super slim and smooth niyang gamitin and it really lasts long gaya nang sabi ng iba sa reviews hehe.",1
hi seller nareceived ko n order ganyan lang siya and thank you sa freebies.dissapointed lang ako kc almost 1/2 lang ang laman ng conditioner at ung shampoo.di b dapat naka sealed ung product nakasealed ung plastic like sa mall to protect na hnd mabawasan.naka sale nga siya kaya lang bawas!,1
Napaka bulok ng power bank niyo.5 palang nadagdag sa phone ko lowbat na agad. Tsk paki balik yung pera ko,0
Bat walang stick yung isa tas may basag?,0
Mabilis nadeliver at maganda yung quality nung sinelas. Good job sa seller. Thank you. Sa uulitin.,1
Sobrang nipis and yung sizing masiyado maliit. Di accurate sizing,0
2 times ko lang ginamit tapos hindi na gumana linagyan ko na ng refill pero wala parin,0
"Perfect for casual or everyday wear, I like it! It makes me look made up kahit nasa bahay lang haha. Also, i wont worry to take it off para mabasa kasi beads naman to",1
Kulang ng isang bote dapat dalawa ang mahal pa ng shipping fee.,0
Pic and video not related tinamad n ko mag pic hehehe pero okay at ayos na ayos ung ring light ganda ng quality. Will order again,1
Bat ganon ok Naman Yung color caramel pero itong navy blue may butas sa kili kili Sinoli Ng umorder saken maayos Po kaming nag babayad Sana Naman Po maayos din ang item Ndi ko na chineck Yan nung dumating saken kase naideliver ko agad sa umorder. Pero binalik saken kinabukasan kase may damage,0
Love it Slayyyy Para lang sa coins yung pic. Hehe),1
eto na yung wire pag ka received ko triny ko ireturn pero napaka tanga nung agent di man lang nakipag usap tapos kahit ilang send ko ng evidence ayaw iapproved,0
Pinadala nyong speaker sira ni hindi man lng gumana sakto sana dating dec.31 may gagamitin kmi sa pagsalubong ng bagong taon pero pagbukas ko sira sana tinesting nyo muna bago nyo ipadala hindi pinupulot ang pera kung sa inyo maliit na halaga sakin hindi kaya nga ko sa shopee ng order dhl ms mura,0
"Excited pa nmn sana ako kasi ang bilis lng dumating ang problema my damage yung items na pinadala sakin at hindi rin yung color na gusto ko sana.ni replace nga ng iba kaso may damage pa,ano bayan? Dissapointed talaga ako.ok lng iniba ung color pero dapat ok rin ung items ngbabayad nmn kami ng maayos.",0
Nice Item Balot na balot salamat Shopee Salamat Safe Guard,1
Not good for boys wear kase maliit lang size nya meduim) tas nd pa tama yung kulay na pinadala i order dark gray but ang dumating is yang kulay wala man lang din inform si seller na kung ok lnq ba na ganito color nlng sana nakakadismaya naman pang gift kopa naman sana yan kaso wag nlng.,0
Ang cute nong item at malakas yong sound thank you shoppee,1
Nice malakas yung hangin niya tska ang ganda,1
Black yung order ko tas yung umabot sa akin pula. Tas yung mic hindi siya gumagana kasi na disconnect yung wiring niya tapos malowbat agad agad yung speaker hay naku.,0
scam to hindi totoong may motion sensor ng ito inorder ko solar motion light pero steady light lng sya sa picture merong sensor makita natin yung kulay puti pero hindi totoo sa picture lng yan wag kayong bumili sa seller/product nato,0
Poor product not good mbikis mlowbat 30% lng kaya ma charge,0
"Pangalawang order na namin netong solar night light so far okay naman yung first batch. Thank you seller, shopee and J&T.",1
Thank you Good quality. Maganda ang tunog at bass ng player.,1
Effective pero mabilis maubos kaya bili na kayo agad ng madami para makatipid sa shipping. Hdusnsiakaoakak hdusnsiakakjaa gsiakakak. Recommend. Hzjsjsksksmsksjs jsusnajanaja jsusnakakkaaja,1
"Di nagre-respond ang shop mag one week na nga di parin napadala yung recibo papano kaya ang warranty nito wala naman taong makausap sa chat box umiinit pa naman ito lagi pag i-charge na mahal pa ang pagkabili 7,980 nagmamadali kasi asawa ko.",0
100% percent Nung ginamit ko TAs 5% ung cp ko nalobat nat lahat lahat ung power bank 5% lang dinagdag. Sayang Ang Pera,0
Complete naman dumating and nakapacjage ng mabuti walang sira din. Thank you seller,1
PANGALAWA KO NA TOMG ORDER SAINYO PERO KULANG ITEMS KO PAKI AYUS NAMN ORDER RECEIVED KO NA PERO SANA NAMN PAAYUS.,0
goods naman sya kahit isang side lang gumagana malakas parin no choice na hindi kona naibalik sa sobrang busy,0
Size 24inch ung nasa box 17inch lang ung laman na t.v.,0
Ok naman sya pero hindi sya latulad ng itim na hanggang ilalim ng dede yung bago ko hanngang baywang lng talaga pero maganda na din sya,1
Ordered purple/blue pastel and black. Ok naman pero yun black naging purple. Para sa anak kong lalake sana pang school ayun ayaw nya gamitin. Pang girl kasi daw ang purple oorder nlng ako ult. Sana tama na yun ibigay na color.,1
"maganda yung unang review ko dito kaso inedit ko ngayon kasi yung nareceive ko kahapon defective nagchat ako sa seller pero di na nagrereply, maayos sa una yung pinadala nila pero pang2nd time ko tatlo inorder ko hinaluan nila ng sirang item!magsara na sana to para wala na mabiktima walangya!",0
Super na gustuhan ko at mabilis din dumating kahit ano damage Wala sobrang safe,1
Yung nikee is Hinde naka tahi sticker lang talaga sya,0
wag na kayong umorder dito magsisi lang kayo order niyo hindi ibibigay ng sakto at kulang pa ang item na marereceive niyo I'm very disappointed with the seller and this shop very irresponsible,0
Wrong items pinadala di man lang chineck bago isend,0
Sa sobrang excitement d na na pic nka open na agd ang isa tinago ko suoer nice specialy the pacakging sna po effective at kog naubos kukuha ulit ako seller thnx po at sa rider kht late ok lng importnte nkuha ko ng maayos at mgnda ang product,1
This shop is super legit ok yung cp good condition at maayos yung packaging niya nagustohan ng kapatid ko yung cp thank you kay manog rider sa pag deliver dito,1
Sobra akong nadismaya napaka tagal nanga dumating dpa tama. Sa totoo lng Lima dapat oordiren q. Buti nagbago isip q. Tatlo lng inorder q pero Bkt nmn gnon kala qba over size bat ang liit ska pare. Pareho lang ng kulany hayy nko. Sayang pera ayw tangapin ng one start pero one star lng talaga skin 2,0
"Works fine naman sa hair ko since manipis lang naman,di matagal iblow dry. Thank ypu seller walang damaged9 and gumagana talaga. kuddos.",1
"5 star sa product. 10 big stars sa seller! So far ito na ang PINAKAMATINONG seller na nakatransact ko dito shopee. Kung may year end nomination lang sa best sellers ikakampanya ko ito e. Seriously, take my word for it. nasa mabuting kamay ka mula sa inquiry, ordering, post sales concerns. TY!",1
matagal na ako bumibili ok naman pero bakit itong huli bakit may butas yong isa anong nangyari kaya bawas ngayon ng isang star,1
"Thank you so much po, Ang Ganda Ng mga tops sa uulitin sulit Ang bayad",1
Maganda ung product basta make sure lang talaga na na chop ng maliliit ung fruits bago e blend para kayanin!,1
Sana nxt time ibox nmn hnd ung basta plastic lng lagayan,0
Very good ganda gamitin di sayang pera ko sa items na to,1
Maganda naman cute niya medyo mahina lang buga pero oks na oks naman siya magannda at macute nagana at walang sira salamat seller salamat shopee kabshhisiowjsbssgaauajanabbvahaajaajaabaabBZBBABAJKALAAMAANbnbabbbajaajosskajajaajaajsjssjssjsjsjsjsjsnsbsbsakaoaaoaaoaooaos,1
Ang bilis dumating at maganda ang pagkapack kc bukod s bubble wrap ay may karton p s paligid ng box. Thank you seller!,1
Sorry hndi kona na picturan boung packaging msydo na excite yung mga kasamahan ko sa work hahaha. Slamt ulit sa good packing,1
Di man lang sinara ng maayos bago ipack! Ang ending may mga natapon! Sayang! Almost 1k order ko pero wala man lang freebies,0
As you can see for those photos may sira tho they offer me a compensate 10pesos pag nag order ako ulit sakanila akala ko naman okay lang sa kahit anong items pero dapat pala ganyan din kaya diko din nakuha yung compensate na inooffer nila. Pero bumawi naman sila sa nahuli kong naorder kaya goods na din thankyou seller. Godbless,0
Sa next order ko po sana satisfied na ako. Lahat ng croptop na binili ko puro masisikip at tanggal tanggal mga tahi,0
"Since di ako maka upload ng video picture nalang, verry working worth it then di sya masakit sa mata napakaganda ng quality nya. Thankyou seller",1
Sana eh chick nyo naman para di maka disapoin sayang lang yung pera ibibigay ko naman sa mama papa ko,0
"I don't know, pero para syang fake? Di ata sya legit. Pero shopee mall ko naman binili. Ung nakadikit kasi na sticker parang printed lang or parang basta na. Pero compared sa nabibili sa mall, magkaiba talaga sila. Huhu",0
nakakadismayasira pa pumps nasayang ang lotion. na inganyo lang ako bumili kasi dami daw freebie wala naman kahit isang shampoo man lang.never again vaseline,0
Worth it ang paghihintay sa iyo wahahahaa. Salamat kay seller dahil maayos na dumating ang aking item. Happy selling po.,1
"ang order ko ay 10 pcs. NiCd battery, 4 pcs. NiMH Sony battery at battery charger Nasaan po yung 4 pcs. NiMHSony battery?",0
"Mabilis ang delivery, di pa umabot ng 1 week. Madali i assemble at ikabit, no need iturnilyo sa wall. Kahit babae kaya ikabit ang safety fence. Di hassle. Must buy to sa mga may bata para sa peace of mind at para di akyat panaog sa stairs.",1
"Good quality, mukhang matibay, medyo naliliitan nga lng ako pero goods pdn bagay sa mga round face.",1
Haha diko inexpect may kabayo na design haha pero okayy naman pag niroll na. Silk din maganda.,1
Okay sya maganda and kompleto sya no problem mahigpit yung hold sa mga lapis hinde madali matangal maganda den yung bag nya i hope they also have a different color of bag but im happy with this thank you,1
Antagal deniliver tapos sira2 nayung product kase naipit sguro tagal ko po to hinintay,0
"Binutasan yung parcel ko, damaged na nung dumating Sayang nice sana yung tops, pero best purchase I super love this one, hindi sya maiksi, sayang isa lang inorder ko sana dinamihan ko na. Knitted yung cloth, Can fit from small to semi-large.",1
"Ang pangit nyo kabonding, nag papadala kayo maling items naman, pinag bigyan ko kayo para ayusin nyo,per parang aku pa lumalabas na nag hahabol sa Mali nyo, ayusin nyo trabaho nyo dahil pinaghihirapan namen Yung pera for good service",0
Di manlang nagrereply si seller sa message ko sa kanya. i will not buy again,0
Pangit to guys wag na kayo bumili Di maganda packaging tapos sira pa yung isang earbuds niya,0
"Photos and video not related! Nakaka badtrip ka, super tagal mag check out nag request ako na pa change address di manlang pumayag, nag try ako cancel para ma change address, hindi rin! Bwesit! hindi tuloy ako ang nakinabang bayad na yon thru shopee pay, nakakahiya naman na wag e receive at nakakaawa ang rider",0
Thank you shopee ang ganda ng speaker sulit tlga ung binayarn ko thank you seller mabilis ang ship at deliver very nice,1
"Maganda ang pagkakabalot, pero ung box mismo ng ay sira. Makikita naman sa picture. Pero okay naman ang batteries",1
Ang ganda ng item nagustuhan ko tyaka okay din yung tunog goodjob seller kuha ako sunod kaso tagal lang dumating lagpas na sa date di parin dumadating,1
8 shapes pero 6 lang dumating basag pa isa kakadisappoint. Pangalawang beses na nangyari to saken oo cheap ung binayad ko pero hindi ko ho pinulot un ayusin nio naman po sana,0
Nakakasura butas yung 1pair ano bayan!,0
Tukmol mali ng kulay Ktgal tpos mali,0
Mahina siya nung una pero nung tinaggal ko yung parang papel ayun lumakas,0
"I ordered black pero blue pinadala. Yupi yupi din yung box, yung mic naka bubble wrap pero buti walang damage yung speaker maganda din quality nya nakakatuwa. Pero mas maganda sana kung tama yung color na pinadala",0
Ok siya naka bubble wrap sulit at ang ganda,1
"Eguls, ayus lang naman po e kahit sobrang tagal ng shipout. Bakit naman po biglang naging iba ang nike logo? Nung lang na order ko po masmura e tss yung nike ay hindi sticker tss ngayon naman na masnagmahal ay naging sticker ang nike Sana po sinabi nyo agad sakin na ganun na ang nike nung nag reorder ako kase yung dumating po sakin na polo shirt ay yung mga tig 250+ lang sa ibang seller dito sa tiktok e(yung mga nike na sticker lang) Di na po mauulitan sa inyo Laki po tiwala na binigay ko at sa tagal ng ship out ay maganda ang quality ng order ay bahite e HAHAHAHA",0
Napaka liit. mali ang size na dumating. xxl ang order xl ang dumating. hindi naman n maibabalik. gagastos pa bgo maibalik. kawawa mga costumer sa inyo.wla sa ayos serbisyo nyu.double check sa sa susunod para ndi madala mga buyers sa inyo. wag puro kabig lng. tignan nyu rin yung mga buyers,0
Ganito ba to i charge? Namamatay matay? Mjo nakaka irita na kasi need mo bantayan kasi di nag chacharge ng maayos. Bilis din mapundi. Mjo not worth it para sakin,0
"Wala namang Rolling Pin gung nareceive namin, nakakainis",0
"Maganda sya, sakto sa price nya no damage din. Sorry sa picture nalabhan na kase agad para masuot ni hubby",1
"Small but terible, malkas kya lng ung echo sobra lkas, pero mganda ok lng nmn ginmit ko agad love it",1
As usual maganda pa rin. Well packed and secured yung parcel. Yung mga bix hindi nayupi dahil may bubble wrap. Maganda pangregalo. Sana magustuhan ng mga pagbibigyan ko.,1
Kulang. Isang mouse lang na tanggap ko,0
Tinry ko isaksak sa laptop para ma connect sa phone ko if I'll send files. Pero connected lang siya. Hindi sya makapag send kasi failed.,0
Nakalagay heat resistant! yung dispender pala sa office yung heat resistant!,0
hotspot is not working well at masyadong naghahang kahit bago plang. not recommended.,0
Okay lang nagsisi ako na bumili wala rin palang pinagkaiba sa ibang fitness watch na nabili ko mas maganda talaga mga high end na brand medyo hindi ako satisfied sa style ng watch sana hindi ko nalang binili haysst,0
Thankyouuu may napasaya nnmn ako bgo mag valentines haha,1
Medyo nagkaproblema ako kase may damage pala yung sa may tenga na part. Right after ko naorder recieved sa shopee saka ko pa sya napansin. Next time po sana kung pwde macheck ninyo bago mapadala. Thank you!,0
Yupi yupi yung box buti na lang di nasira yung item,0
"2days ko plng nagamit may buka na ampt, ingat na ingat pa ko sa paglalakad pra nd mag bend ung una then! nawrrrr nd ko na-reccomend toh!",0
Mejo mataga natagalan dumating tyaka di manlang sya nakalagay sa box!,0
Thank you so much I appreciate it super ganda hindi kayo mag sisisi pag umorder kayo sa shop na ito super ganda po Thank you ulit God bless,1
Hindi gumagana ang mic tapos basag basag pa ang speaker. Hindi rin gumagana pag kinabitan ng USB. SAYANG LANG SA PERA. DAPAT E CHECK KUNG MAY SIRA BA ANG ITEM. Nakakabwisit lang kasi hindi naman pinupulot ang perA.,0
thank you po.secured ang mga items.mabilis din dumating.ganda ng mga brush. dope okay naman and kumpleto naman.thanks ulit,1
Panget ng tripod nadudulas ung cp pa,0
mabilis malowbat yung powerbank haytssss,0
"Wag na wag kayo bibili ng TV na to. Pangatlong bili ko na dito sa shop na to,paiba iba ang size ng TV nila kahit same size and product ang orderin mo. Pareparehas na 24inch ang binili ko pero sobrang liit, yung pang 3rd binigay nila 19inch lang yung screen size. SCAMMER TONG SHOP NA TO. check photos",0
Tagal dumating pero sulit nmn ang cute talaga sobra,1
"ANG GANDAAA! Tama naman yong size na dumating pati color. My original size is 36 but i ordered 37 and it really fits so I suggest mag-add kayo ng ng size if mag-oorder kayo. KUNG NAGHAHANAP KAYO NG SIGN PARA BUMILI NG CONVERSE, ITO NA YON. STAN ENHYPEN!",1
kainis naman dissapointed ako sa terno akala ko yong cotton spandex pangit pala ng tela ito yong pinaka heat ko tela na mainit at maamoy. Nasayang lang pera ko dito lahat talaga pangit ng tela nya,0
"Ok naman ang correction tapes nagustuhan ng mga anak ko, kaya lang matagal dumating eh pero ok na din dahil mura lang naman sya.",1
"Salamat selle, maganda po ang item, napaka sensitive lang. Matagal xa ma lowbat. Super ganda, salamat din kay kuya driver.",1
"I am disappointed kc wala n halos laman yung sachet,i know kasi bumibili ako nito s watsons nd d nmn ganito k konti,actually tumatagal sakin to ng 2weeks, 1month kung gamit as spot corrector lng. And d mn lng naka bubble wrap bsta lng nilagay s orange plastic ng spx",0
Akala ko may sachet na freebies sayang wala by bundle pa namn yung binili ko,1
"sobrang liit, hindi man maramdaman ung lamig, kahit may yelo na ung nilagay kong tubig. ung power buttons sobrang hirap pindutin. walang lock ung mismong filter, prone sa laglag kung di hahawakan.",0
nakaka disappoint ung selfie pod di man lang binalot mukhang di tatagal nang 1 month tapos yupi yupi na ang foam nang handle,0
Hindi po gumagana Yung andito sa akin,0
bkit po lobat? db dpat may batery un at hindi lobat para matry.charge ko muna at sana po ay gumana ung watch kung hindi sayang nmn ung money ko.xcited p nmn ako kanina nun dumating ung watch.so sad sira po ung pinadala nyo skin.charger ko po cya khit 1hour pero nainit n po ung charger nyo kaya hinugot ko na.sa loob ng 1hour 0 prin ung batery,0
"Okey nman xa kaso ang talim nya d gaanong nkakablend, saka ang bilis nya malobat 2 salang lng lobat agad!",0
Thanks sa maayos na oag deliver. Ang ganda tlaga nia,1
Ang alam ko po red ang order ko.blue ang dumating. ok nman ang item.d ko pa subok.1 start kc ngpili pa ako ng kulay kung fu nman pala masususnod di ba?,0
"Not Recommended, Mas okay pa kung electric fan nalang bilhin niyo useless lang. Pero good siya tuwing 1-3 PM",0
yong pendant hindi katulad ng nasa pic ng mismong bag pangit,0
"panget,d nya na blemder ang pipinosayang lng pera ko",0
Na receive Kuna ang order OK lahat gumagana ang cute salamat,1
Thank you shoopee.di ko pa na try.sana no side bad effect. at thanks sa freebies na soap.kahit maliit mnipis. Hehe,1
Ang ganda nang itsura mahina nGa lng yung music,0
Maganda ang quality ng ice maker nakakagawa siya ng L and S na size ng ice cubes maganda ang product highLy recommended and shop na ito,1
Sira ata toh speaker gumagana pero nadidisconnect agad umay sayang,0
Ang ganda ng products and kumpleto naman at tama ang variation ng kulay. Mabilis din ang shipping. Thank you seller and kay sir rider. God bless you!,1
Okay naman. Mga 2-3 days nga lang bago ko nareceive unlike sa ibang platform na the next day. Bagal ng courier pero mahal ng shipping. Lugi. Mas mura pa grab express,1
pag d available ung order mg msg d ung kung ano nlng ipapadala nkakabweset lng d maayos kausap pinacomplete received tpus nga2x dto lng ako nka encounter na ipacomplete received dahil d makakarefund.,0
"WAG NA KAYONG OORDER DITO SA SHOP NA TO! SWEAR! KUNG AYAW NYONG MAKARECEIVE NG MALING ITEM! TATLONG IBA’t IBANG ORDER ANG INORDER KO PINK, ORANGE and VOILET. Tapos ang DUMATING ay TATLONG VOILET! May DAMAGE pa ang isang bote, tapos yung isang bote, walang tip ng straw! TAMA BA YUN SELLER!",0
Maganda ang tela ng foot socks at perfect fit siya sa aking paa kaya comfy siya iterno sa mga panlabas na sneakers. Thank you so much seller,1
Ang ganda sobraaaa worth it yung pag aantay ko dito kase galing pang china to.tuwang tuwa ako kase di sya makintab tignan.,1
"Hindi siya mabasa sa TAPO camera namin, hindi mabasa ng cellphone at hindi mabasa sa dash cam. So nasayo na lang kung bibili ka din o hindi. Though mabilis delivery kahit overseas",0
Daming natapon pati sa bubble wrap sayang parehas n item madaling matangal mbuksan ang takip kaya cguro madali dn matapon.,0
Ok naman sya. Kesa magpagawa na aabot ng. 5k pag bakal. Pag kahoy ampangit. Mukhang skwater Kakabahan ka lang kc paling yung taas banda. Pero sadya nman pala. Para mahigpit. Sobra nga yung pinili ko. Mahirap kc yung kulang extra bayad p extension.,1
Packinging not safe.but order is ok and no damage. Sna tumagal,1
"Okay na okay sulit na sulit maganda ang tila, thank you seller.",1
Iba yung kulay ng dipbrow pomade sa actual. Yung ebony bakit kulay gray,0
Nakakatuwa lang first ko mag shopee pay installment successful naman.Ang bilis natanggap ko kaagad ang cellphone may free speaker at dito sim pa,1
